id,name,type,Height_cm,Weight_lb,Weight_km,Height_ft,Alignment,superpower_Jump,superpower_Sonar,superpower_Magic,superpower_Flight,superpower_Banish,superpower_Orbing,superpower_Agility,superpower_Melting,superpower_Stamina,superpower_Empathy,superpower_Stealth,superpower_Gliding,superpower_Wishing,superpower_Phasing,superpower_Accuracy,superpower_Reflexes,superpower_Omnitrix,superpower_Insanity,superpower_Longevity,superpower_Endurance,superpower_Telepathy,superpower_Dexterity,superpower_Illusions,superpower_Summoning,superpower_Animation,superpower_Absorption,superpower_Nova_Force,superpower_Mind_Blast,superpower_Adaptation,superpower_Separation,superpower_Camouflage,superpower_Possession,superpower_Geokinesis,superpower_Power_Suit,superpower_Durability,superpower_Elasticity,superpower_Projection,superpower_Biokinesis,superpower_Levitation,superpower_Apotheosis,superpower_Power_Sense,superpower_Time_Travel,superpower_Sub-Mariner,superpower_Omnipotence,superpower_Immortality,superpower_Astral_Trap,superpower_Duplication,superpower_Aerokinesis,superpower_Radar_Sense,superpower_Toxikinesis,superpower_Cryokinesis,superpower_Super_Speed,superpower_Vitakinesis,superpower_Pyrokinesis,superpower_Telekinesis,superpower_Death_Touch,superpower_Atmokinesis,superpower_Echokinesis,superpower_Bullet_Time,superpower_Precognition,superpower_Hydrokinesis,superpower_Resurrection,superpower_Danger_Sense,superpower_Regeneration,superpower_Invisibility,superpower_Photokinesis,superpower_Intelligence,superpower_Illumination,superpower_Umbrakinesis,superpower_Energy_Beams,superpower_Clairvoyance,superpower_Anti-Gravity,superpower_Terrakinesis,superpower_Wallcrawling,superpower_Sonic_Scream,superpower_Power_Cosmic,superpower_Force_Fields,superpower_Super_Breath,superpower_Audiokinesis,superpower_Grim_Reaping,superpower_Mind_Control,superpower_Web_Creation,superpower_Hypnokinesis,superpower_Hyperkinesis,superpower_Energy_Armor,superpower_Natural_Armor,superpower_Size_Changing,superpower_Intangibility,superpower_Psychokinesis,superpower_Teleportation,superpower_Ability_Shift,superpower_Chlorokinesis,superpower_Astral_Travel,superpower_Thermokinesis,superpower_Energy_Blasts,superpower_Seismic_Power,superpower_Shapeshifting,superpower_Chronokinesis,superpower_Vision_-_Heat,superpower_Electrokinesis,superpower_Enhanced_Smell,superpower_Super_Strength,superpower_Weapons_Master,superpower_Healing_Factor,superpower_Omnilingualism,superpower_Magnetokinesis,superpower_Thirstokinesis,superpower_Vision_-_Night,superpower_Psionic_Powers,superpower_Vision_-_X-Ray,superpower_Gravitokinesis,superpower_Enhanced_Touch,superpower_Changing_Armor,superpower_Natural_Weapons,superpower_Fire_Resistance,superpower_Reality_Warping,superpower_Enhanced_Senses,superpower_Portal_Creation,superpower_Density_Control,superpower_Self-Sustenance,superpower_Invulnerability,superpower_Heat_Resistance,superpower_Power_Nullifier,superpower_Enhanced_Memory,superpower_Heat_Generation,superpower_Cold_Resistance,superpower_Physical_Anomaly,superpower_Magic_Resistance,superpower_Latent_Abilities,superpower_Power_Absorption,superpower_Enhanced_Hearing,superpower_Symbiote_Costume,superpower_Vision_-_Thermal,superpower_Vaporising_Beams,superpower_Energy_Resistance,superpower_Energy_Absorption,superpower_Astral_Projection,superpower_Energy_Constructs,superpower_Radiation_Control,superpower_Timeframe_Control,superpower_Matter_Absorption,superpower_Spatial_Awareness,superpower_Animal_Attributes,superpower_Vision_-_Infrared,superpower_Power_Augmentation,superpower_Lantern_Power_Ring,superpower_Radiation_Immunity,superpower_Intuitive_aptitude,superpower_Entropy_Projection,superpower_Weapon-based_Powers,superpower_Energy_Manipulation,superpower_Qwardian_Power_Ring,superpower_Substance_Secretion,superpower_Vision_-_Telescopic,superpower_Technopath/Cyberpath,superpower_Telepathy_Resistance,superpower_Electrical_Transport,superpower_Vision_-_Microscopic,superpower_Molecular_Combustion,superpower_Underwater_breathing,superpower_Radiation_Absorption,superpower_Molecular_Dissipation,superpower_Photographic_Reflexes,superpower_Animal_Oriented_Powers,superpower_Molecular_Manipulation,superpower_Darkforce_Manipulation,superpower_Mind_Control_Resistance,superpower_Cross-Dimensional_Travel,superpower_Molecular_Immobilization,superpower_Probability_Manipulation,superpower_Human_physical_perfection,superpower_Cross-Dimensional_Awareness,superpower_Elemental_Transmogrification,superpower_Toxin_and_Disease_Resistance,Gender,Alternate_Identities,First_appearance,Eye_color,Hair_color,Group_Affiliation,strength,combat,intelligence,speed,power,durability,Relatives,Aliases,Occupation,Base,Place_of_birth,Race,Nicknames,Skin_color,Enemies,Friends
1339971432,Frenzy,villain,211,230,104,6'11,bad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,Frenzy,X-Factor Vol 1 #4,Brown,Black,"Acolytes, formerly Alliance of Evil; temporarily X-Men while controlled by Jean Grey, Femizons",0.53,0.52,0.62,0.35,0.38,1.0,,,Mercenary,Mobile; formerly Avalon in Earth orbit; Genosha; California,,,,,,
1339971433,General Zod,villain,NA,NA,NA,NA,bad,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,General Zod,Action Comics #845,Black,Black,Phantom Zone criminals; former member of the Kryptonian Defense Council,1.0,0.9,0.88,0.92,0.83,1.0,Ursa (mate/wife); Lor-Zod (son); Admiral Zod (possible ancestor),Dru-Zod (possible first name),,Formerly Krypton; formerly the Phantom Zone; currently Earth,Krypton,Kryptonian,Zod,,Superman,Faora
1339971434,Giganta,villain,6248,1400,630,205,bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,Giganta,Wonder Woman (Volume 1) #9 (1944),Green,Red,"The Injustice League, formerly The Society, Villainy, Inc., The Legion of Doom",0.89,0.42,0.81,0.23,0.32,0.85,,,"Criminal, former Scientist, Professor at Ivy University",Ivy Town,,,,,,
1339971435,Goblin Queen,villain,168,110,50,5'6,bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,Goblin Queen,Uncanny X-Men #168,Green,Red,"Former ally of X-Men, partner of N'Astirh",0.1,0.56,0.75,0.23,0.65,0.28,"Mister Sinister (creator), Jean Grey (Phoenix, genetic template), Scott Summers (Cyclops, husband), Nathan Christopher Summers (Cable, son), Christopher Summers (Corsair, father-in-law), Alex Summers (Havok, brother-in-law)","Anodyne, Maddie, Lyne, Red, Madelyne Pryor-Summers",,"Mobile; formerly Anchorage, Alaska; Reaver Base, Australian Outback, Australia; Empire State Building, New York, New York","Created in Sinister's Labs, Nebraska",,,,,
1339971436,Gog,villain,NA,NA,NA,NA,bad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,,Incredible Hulk #257 (1981),,,Sinister Six,0.34,0.56,0.5,0.47,0.39,0.72,"Seth (creator), Magog (brother)","Nephut-Sha, Hassan Kareem",,,,,,,,
1339971437,Goliath III,villain,NA,NA,NA,NA,bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,,,,,,,,,,,,,,,,,,,,,
1339971438,Granny Goodness,villain,178,256,115,5'10,bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,,,Blue,White,"Female Furies, Darkseid's Elite",,,,,,,,Athena,,,Apokolips,,,,,
1339971439,Green Goblin,villain,180,185,83,5'11,bad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Green Goblin,"Amazing Spider-Man #14 (July, 1964)",Blue,Auburn,"H.A.M.M.E.R., leader of the Dark Avengers; formerly Thunderbolts, The Cabal; Former leader of the Sinister Twelve, partner of Mendell Stromm, Crime Master, employer of the Enforcers, Hellfire Club",0.48,0.28,0.75,0.35,0.38,0.48,"Alton Osborn, Sr. (paternal great-grandfather, deceased);Alton Osborn, Jr. (paternal grandfather, deceased);Amberson Osborn (father, deceased);Emily Osborn (wife, deceased);Gabriel Stacy (son);Sarah Stacy (daughter);Harry Osborn (Green Goblin II, son);Liz Allan (ex-daughter-in-law);Normie Osborn (grandson);Stanley Osborn (grandson);","Normie, Green Goblin, Goblin Lord, Overlord, the Goblin, Gobby, Scrier, Commander Osborn, Director Osborn, Iron Patriot","Professional criminal, owner and president of Osborn Industries","H.A.M.M.E.R. base; formerly Avengers Tower, New York City, New York","Hartford, Connecticut",Human,,,,
1339971440,Green Goblin II,villain,178,170,77,5'10,bad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Green Goblin II,Amzing Spide-Man #31,Blue,Reddish Brown,,0.55,0.26,0.75,0.37,0.38,0.5,"Liz Allen-Osborn (Wife,) Norman III (son,)Norman Osborn II - Green Goblin (father)",,,Formerly New York City,New York City,,Harry,,,
1339971441,Harley Quinn,villain,163,115,52,5'4,bad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,female,Harley Quinn,,Blue,Blond,"Formerly The Quintets, The Joker, Poison Ivy, Secret Six",0.12,0.8,0.81,0.23,0.3,0.42,,"Harleen Quinzel, Harl, Cupid of Crime, Jane Wisakedjak, Elise Archer, Pumpkin Pooh",,Gotham City,,,,,,
1339971442,Hobgoblin,villain,180,185,83,5'11,bad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Hobgoblin,,Blue,Grey,,,,,,,,Daniel Kingsley (brother),,Fashion designer,,,,,,,
1339971443,Iron Monger,villain,NA,4230,1904,NA,bad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Iron Monger,,Blue,Bald,Stane International,0.63,0.56,0.88,0.25,0.57,0.9,"Zebediah (father, deceased), unnamed mother (deceased), Ezekiel Stane (son)",,CEO Stane International,,,,,,,
1339971444,Jigsaw,villain,188,250,113,6'2,bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Jigsaw,Amazing Spider-Man #162 (Nov. 1976),Blue,Black,"The Maggia crime family, The Costa crime family",,,,,,,,"Billy the Beaut, Jigsaw Punisher",Professional mobster,"Manhattan, New York",,,,,,
1339971445,Joker,villain,191,191,86,6'3,bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,male,Joker,Batman #1 (Spring 1940),Green,Green,"Injustice Gang, Harley Quinn, assorted Batman rogues",0.1,0.9,1.0,0.12,0.22,0.56,"Rumored to have had a wife and daughter, both deceased. Rumored to be the real father of Anarky. Suggested to be the father of Duela Dent","Red Hood I, Clown Prince of Crime, Harlequin of Hate, Jack Napier, Joe Kerr, Mr. J",,,,,,,,
1339971446,Kang,villain,191,230,104,6'3,bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Kang,(As Rama-Tut) Fantastic Four #19 (1963); (as Kang) Avengers #8 (1964),Brown,Brown,"Formerly the Council of Kangs, Cross-Time Kangs",0.48,0.7,1.0,0.58,0.7,0.7,"Cassandra Richards, their unnamed son, and matriarch of the Eyriennes; Tara Richards, Reed Richards ( Mister Fantastic ), Franklin Richards, Valeria Richards (all ancestors); various Eyriennes (common ancestry); Victor Von Doom (Doctor Doom, alleged ancestor); Ramades (son), Marcus Kang I-XXIII (sons, deceased); Immortus, Iron Lad, and numerous other alternate dimensional counterparts and their offspring","Blue Man, Victor Timely, Blue Totem, Scarlet Centurion, Rama-Tut, King of Kings, Master of Men, Lord of the Seven Suns",,,"Other Earth, 31st century",,,,,
1339971447,Kevin 11,villain,NA,NA,NA,NA,bad,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,male,Kevin 11,Ben 10 S01,,Black,,0.07,0.4,0.25,0.12,1.0,0.14,"Mrs. Levin (mother), Devlin Levin (alternate future son), Ben Tennyson (Ben 10, best friend), Harvey Hackett (Stepfather), Gwen Tennyson(girlfriend)","Kevin 11,000, Curtis, Osmosian, Kev, Kevin Ethan, Levin, Ultimate Kevin, Doofus, An Empty Shell, Kevin E. Levin",,,,,,,,
1339971448,Kingpin,villain,201,450,203,6'7',bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Kingpin,AMAZING SPIDER-MAN #50,Blue,Bald,"Leader of a coalition of East Coast non-Maggia criminal organizations, former manager of Las Vegas HYDRA faction.",,,,,,,"Vanessa (wife), Richard (son)","The Brainwasher, Harold Howard","Criminal organizer and mastermind, president and owner of legitimate businesses",New York City. The Kingpin conducts both his legal and illegal operations from a midtown Manhattan skyscraper that he owns. He lives in a mansion in New York State's Westchester County.,New York City area,,,,,
1339971449,Kraven II,villain,191,220,99,6'3,bad,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,male,Kraven II,Spectacular Spider-Man #243 (1997),Brown,Black,Formerly the Sinister Six,0.34,0.85,0.5,0.23,0.36,0.28,"Sergei Kravinoff (Kraven the Hunter, father, deceased), unidentified mother, Vladimir Kravinoff (Grim Hunter, half-brother, deceased), Nedrocci Tannengarden (half-brother, deceased), Dmitri Smerdyakov",,,,,Human,,,,
1339971450,Kraven the Hunter,villain,183,235,106,6'0,bad,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,Kraven the Hunter,The Amazing Spider-Man #15 (1964),Brown,Black,(formerly) The Sinister Six,0.32,0.85,0.62,0.35,0.26,0.42,"Nikolai & Anna Makarova Kravinoff (parents, deceased), Dmitri Smerdyakov (Chameleon, half-brother), Vladimir Kravinoff (Grim Hunter, son, deceased), Aloysha Al Kravinoff (Kraven II, son), Ned Tannengarden (son, deceased)","Kraven the Hunter, World's Greatest Hunter, the Grim Hunter","Professional game hunter, mercenary",,"Volgograd (formerly Stalingrad), Russia",Human,,,,
1339971451,Lady Bullseye,villain,NA,NA,NA,NA,bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,,,,Black,,,,,,,,,,,,,,,,,
1339971452,Lady Deathstrike,villain,175,128,58,5'9',bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,Lady Deathstrike,Alpha Flight Vol. 1 #33 (1985),Brown,Black,"Ally of Reverend William Stryker, former employee of Sabretooth, formerly Reavers",,,,,,,"Kenji Oyama (Lord Dark Wind, father, deceased), two unnamed brothers (deceased)",,,,"Osaka, Japan",,,,,
